judul,url,isi
"Usai Man City Kalahkan Coventry, Maresca Senggol-Senggol Arsenal",https://sport.detik.com/sepakbola/liga-inggris/d-8650724/usai-man-city-kalahkan-coventry-maresca-senggol-senggol-arsenal,"Jakarta - Enzo Maresca tampaknya sangat puas dengan kedalaman skuad Manchester City . Dia bahkan sampai menjabarkan situasi Arsenal . Man City susah payah mendapatkan kemenangan 1-0 dari Coventry City di Etihad Stadium dalam lanjutan Liga Inggris, Sabtu (5/9/2026). Hasil ini juga tak lepas dari kegemilangan kiper Gianluigi Donnarumma. The Citizens era Maresca membangun skuad musim ini dengan harga mahal. Tim peringkat kedua musim lalu ini menghabiskan dana perekrutan pemain dengan rekor 458 juta Paun. SCROLL TO CONTINUE WITH CONTENT Maresca merasa skuadnya saat ini sudah dalam. Dia merasa kedalaman skuad harus dijaga demi bisa bersaing menjadi juara dan mencontohkan apa yang terjadi di Arsenal. Baca juga: Klasemen Liga Inggris: Man City Sementara Memimpin ADVERTISEMENT ""Jika Anda melihat sejak pertandingan Community Shield, Anda akan menemukan bahwa Arsenal telah memainkan dua pertandingan lebih banyak dan susunan pemain mereka mengalami lima perubahan di setiap pertandingan,"" kata Maresca yang dikutip dari Metro. ""Dua pemenang Piala Dunia, [Mikel] Merino dan [Martin] Zubimendi, dua pemain Inggris, [Eberechi] Eze dan [Noni] Madueke, dan satu lagi saya tidak ingat, saya rasa itu [Piero] Hincapie,"" sambungnya. ""Pada akhirnya, jika Anda ingin berada di sana, Anda membutuhkan pilihan. Arsenal punya pilihan. Kami punya pilihan. Lebih banyak tim memiliki pilihan, tetapi bukan hanya kami. Saya sangat senang dengan pilihan yang kami miliki, itu adalah sesuatu yang penting bagi kami jika ingin bersaing,"" tegasnya. Man City sangat banyak memboyong pemain di musim panas tahun ini. Di antaranya adalah Enzo Fernandez, Elliot Anderson, Ayyoub Bouaddi, Iliman Ndiaye, hingga Allan. Baca juga: Man City Vs Coventry: Gol Tunggal Haaland Menangkan The Citizens (ran/krs) manchester city arsenal enzo maresca"
"Baru Main, Barcola Langsung 'Ngebut' di Premier League!",https://sport.detik.com/sepakbola/liga-inggris/d-8650572/baru-main-barcola-langsung-ngebut-di-premier-league,"Jakarta - Bradley Barcola baru bermain sekitar setengah jam untuk Liverpool di Premier League. Winger asal Prancis tersebut menandainya dengan aksi ""ngebut"". Barcola menjalani debut bersama Liverpool dalam kemenangan 2-0 atas Ipswich Town, Sabtu (5/9/2026) dini hari WIB. Ia masuk pada menit ke-64 menggantikan Victor Munoz dan tampil sekitar 28 menit. Barcola belum mencetak gol atau assist dalam debutnya. Namun, kecepatannya langsung menjadi sorotan. Berdasarkan data FotMob, Barcola melesat hingga 35,9 km/jam. Barcola langsung menjadi pemain dengan top speed tertinggi di Premier League 2026/2027. Ia menggeser Milan van Ewijk dari Coventry City dan Pedro Neto dari Chelsea yang sama-sama mencatat 35,3 km/jam. Catatan Barcola juga semakin menarik karena ia baru tampil sekitar setengah jam. Liverpool kini memiliki pemain yang bisa memberikan ancaman berbeda lewat kecepatan, terutama ketika lawan bermain dengan garis pertahanan tinggi. ADVERTISEMENT Baca juga: Hasil Ipswich Town Vs Liverpool: Isak On Fire, Bawa Si Merah Menang 2-0 Barcola Bikin Iraola Terpukau Manajer Liverpool, Andoni Iraola, turut puas dengan penampilan perdana Barcola. Ia menilai pemain yang didatangkan dari Paris Saint-Germain itu sudah menunjukkan kualitasnya. ""Saya pikir dia menjalani menit-menit yang bagus. Saya pikir dia memiliki umpan yang sangat bagus,"" kata Iraola kepada Sky Sports. Iraola juga melihat Barcola beberapa kali bergerak ke ruang kosong di belakang pertahanan lawan. Menurutnya, Liverpool masih perlu membangun koneksi dengan sang winger agar pergerakan tersebut bisa lebih sering dimanfaatkan. ""Dalam serangan balik, beberapa kali kami tidak menemukannya, jadi kami harus mempelajari pergerakan seperti ini karena dia akan berada di belakang, terus memberikan ancaman,"" ujarnya. Barcola memang belum berada dalam kondisi pertandingan terbaik. Iraola menyebut sang pemain belum mendapatkan menit kompetitif sejak Piala Dunia sehingga penggunaannya masih harus dilakukan secara bertahap. ""Dia belum memainkan menit kompetitif sejak Piala Dunia, jadi kami harus sedikit lebih berhati-hati, tetapi saya pikir dia sudah sangat bagus,"" kata Iraola. Baca juga: Liverpool Tak Daftarkan Chiesa dan Endo di Skuad Liga Champions Top Speed Tertinggi Premier League 2026/2027* Bradley Barcola (Liverpool) - 35,9 km/jam Milan van Ewijk (Coventry City) - 35,3 km/jam Pedro Neto (Chelsea) - 35,3 km/jam Kristoffer Ajer (Brentford) - 35,1 km/jam Rayan (Bournemouth) - 35,1 km/jam *Data FotMob (krs/krs) debut pemain liverpool fc bradley barcola kecepatan pemain premier league top speed andoni iraola ipswich town sepak bola transfer pemain"
Gakpo ke Isak: Kamu Berutang Asis Padaku!,https://sport.detik.com/sepakbola/liga-inggris/d-8650446/gakpo-ke-isak-kamu-berutang-asis-padaku,"Jakarta - Cody Gakpo mengukir dua asis buat Alexander Isak kala Liverpool membungkam Ipswich Town . Itu asis ketiganya ke Isak dalam dua laga beruntun. Gakpo menjadi kreator atas dua gol Isak, yang memastikan Liverpool menang 2-0 di markas Ipswich. Itu juga menandai berlanjutnya koneksi Gakpo-Isak, yang sebelumnya menghasilkan satu gol saat Liverpool ditahan Nottingham Forest. Baca juga: Alexander Isak Dituntut Kontribusi Tak Cuma Gol Saja SCROLL TO CONTINUE WITH CONTENT Keduanya memulai musim dengan baik. Gakpo kini sudah mengoleksi satu gol dan tiga asis dalam tiga pertandingan, sementara Isak punya tiga gol. Ini memberikan Liverpool harapan besar. Gakpo pun berharap kerja samanya dengan Isak terus membaik dan sembari bercanda, meminta Isak tak lupa 'membayar' utang asisnya. ADVERTISEMENT ""Kita akan lihat nanti bagaimana,"" sahut Gakpo di situs klub. Baca juga: Awas! Gakpo-Isak Siap 'Gasak' Lawan-lawan Liverpool ""Tentunya sebagai penyerang, kami selalu berlatih bersama dan kami mencoba semakin memahami satu sama lainnya."" ""Semoga kami bisa sering saling memberi asis. Dia sekarang berutang beberapa asis,"" imbuhnya. Baca juga: Isak Siap Meledak! Video Gol Dramatis Estevao Bikin Liverpool Keok Video Gol Dramatis Estevao Bikin Liverpool Keok (raw/rin) cody gakpo alexander isak liverpool ipswich town liga inggris"
Rekor! 3 Tim Gagal Cetak Gol di 3 Pekan Pertama Liga Inggris,https://sport.detik.com/sepakbola/liga-inggris/d-8650394/rekor-3-tim-gagal-cetak-gol-di-3-pekan-pertama-liga-inggris,"Jakarta - Sebuah rekor tak sedap pecah di Premier League . Ada tiga tim masih puasa gol sampai ke pekan ketiga! Ketiga tim itu adalah Aston Villa, Tottenham Hotspur , dan Coventry City. Tiga-tiganya belum menang dari tiga laga pertamanya. Villa dihajar Brighton & Hove Albion 0-4 pada pekan pertama, lalu takluk 0-1 dari Arsenal di laga kedua. Mereka lantas ditahan 0-0 oleh Hull City, Sabtu (5/9/2026) malam WIB. SCROLL TO CONTINUE WITH CONTENT Baca juga: Nottingham Vs Tottenham Selesai 0-0 Tottenham melalui laju yang sama. The Lilywhites disikat Brentford 0-3 dan tunduk 0-2 oleh Newcastle United, sebelum berimbang 0-0 kontra Nottingham Forest. ADVERTISEMENT Adapun Coventry terus-terusan kalah di tiga pertandingan sejauh ini. Tim besutan Frank Lampard itu dilibas Arsenal 0-3, lalu masing-masing takluk 0-1 oleh Hull City dan Manchester City. Baca juga: Belanja Gila Klub-klub Premier League: Real Madrid di Bawah Ipswich Town! Opta menyebut bahwa ini pertama kalinya di level teratas Liga Inggris, ada tiga tim melalui tiga pekan pertama tanpa mampu cetak gol. Ini jadi sebuah catatan yang ironis, mengingat Premier League adalah liga paling boros belanja di musim panas ini. Tottenham misalnya, merupakan salah satu tim yang berbelanja paling besar dengan tembus 300 juta Paun. Sementara Villa menggelontorkan dana 256 juta Paun dan Coventry di angka 126 juta Paun. Nyatanya, belanja besar itu tak serta-merta berbanding lurus dengan hasil dan produktivitas gol. Baca juga: Bursa Transfer Premier League: Man City Banyak Belanja, Chelsea Untung Video: Tottenham Hotspur Keluar dari Zona Degradasi! Video: Tottenham Hotspur Keluar dari Zona Degradasi! (raw/pur) liga inggris premier league aston villa tottenham hotspur"
Klasemen Liga Inggris: Man City Sementara Memimpin,https://sport.detik.com/sepakbola/liga-inggris/d-8650389/klasemen-liga-inggris-man-city-sementara-memimpin,"Jakarta - Manchester City sementara memimpin Premier League . Mereka ditempel tim promosi, Hull City , yang melanjutkan start tanpa kekalahan. Man City masih sempurna di tiga pertandingan pertama Liga Inggris. Menjamu Coventry City di Etihad Stadium, Sabtu (5/9/2026) malam WIB, tim polesan Enzo Maresca itu menang tipis 1-0 berkat gol Erling Haaland. Baca juga: Man City Vs Coventry: Gol Tunggal Haaland Menangkan The Citizens SCROLL TO CONTINUE WITH CONTENT Itu berarti Man City jadi tim pertama yang menyapu bersih tiga pekan pertama musim ini. Masih ada Arsenal atau Chelsea yang berpeluang mengikuti catatan itu dan kebetulan keduanya saling berhadapan, Minggu (6/9) malam WIB nanti. Hull City melanjutkan start positifnya musim ini. Tim promosi itu belum kalah, meraih kemenangan atas Manchester United dan Coventry, lalu imbang dengan Aston Villa semalam. ADVERTISEMENT Baca juga: Arsenal Vs Chelsea: Arteta dan Alonso 'Putus' Pertemanan Selama 90 Menit Dua tim belum meraih sama sekali dan terlempar ke dasar tabel. Mereka adalah Fulham dan Coventry, yang bahkan belum membua gol satu pun. Klasemen Liga Inggris hingga Minggu (6/9) No Tim Main Menang Seri Kalah SG Poin 1 Manchester City 3 3 0 0 +5 9 2 Hull City 3 2 1 0 +3 7 3 Arsenal 2 2 0 0 +4 6 4 Chelsea 2 2 0 0 +2 6 5 Brentford 3 1 2 0 +3 5 6 Liverpool 3 1 2 0 +2 5 7 Newcastle United 3 1 2 0 +2 5 8 Leeds United 3 1 2 0 +1 5 9 Brighton & Hove Albion 3 1 1 1 +3 4 10 Everton 2 1 1 0 +2 4 11 Sunderland 3 1 1 1 0 4 12 Manchester United 2 1 0 1 +1 3 13 Crystal Palace 3 1 0 2 -4 3 14 Ipswich Town 3 1 0 2 -4 3 15 AFC Bournemouth 3 0 2 1 -1 2 16 Nottingham Forest 3 0 2 1 -1 2 17 Aston Villa 3 0 1 2 -5 1 18 Tottenham Hotspur 3 0 1 2 -5 1 19 Fulham 3 0 0 3 -3 0 20 Coventry City 3 0 0 3 -5 0 Video: Enzo Fernandez Bakal Hengkang dari Chelsea? Video: Enzo Fernandez Bakal Hengkang dari Chelsea? (raw/rin) klasemen liga inggris manchester city hull city premier league arsenal chelsea"
"Juventus Dilanda Badai Cedera, Bursa Transfer Tak Membantu Spalletti",https://sport.detik.com/sepakbola/liga-italia/d-8656339/juventus-dilanda-badai-cedera-bursa-transfer-tak-membantu-spalletti,"Jakarta - Juventus sedang dilanda cedera. Bianconeri juga dinilai tidak memuaskan pada aktivitas bursa transfer musim panas 2026. Manuel Locatelli menjadi salah satu pemain yang paling disorot. Kapten Juventus itu harus menepis setidaknya sampai akhir 2026 setelah menjalani operasi akibat cedera meniskus. Juventus sebelumnya sudah kehilangan Khephren Thuram dan Kenan Yildiz yang juga mengalami cedera. Ada pula Andrea Cambiaso, Jeff Ekhator, Weston McKennie, Juan Cabal, dan Jeremie Boga sedang menghadapi masalah otot. SCROLL TO CONTINUE WITH CONTENT ""Ini jelas merupakan pukulan telak bagi klub, terutama karena absennya Locatelli datang setelah Yildiz juga harus menepi,"" Legenda Juventus dan tim nasional Italia, Marco Tardelli , kepada Gazzetta. Baca juga: Usai Jadi Penyelamat Juventus, Gatti: Selalu Aku! ADVERTISEMENT Tardelli menilai situasi yang dihadapi pelatih Luciano Spalletti di Juventus semakin sulit. Tardelli merasa Juventus sebelumnya tidak bekerja dengan baik di bursa transfer musim panas 2026. ""Spalletti adalah pelatih yang sangat bagus menurut saya. Namun, Anda harus memahaminya karena bersamanya Anda bisa memberikan banyak hal jika mengikutinya, dan itu tidak selalu mudah. Tentu saja, bursa transfer tidak membantunya,"" ujar Tardelli. Spalletti dituntut segera menemukan formula terbaik untuk Juventus di tengah krisis cedera. Bianconeri dijadwalkan menghadapi Sassuolo pada 13 September 2026 dalam lanjutan Serie A. ""Terkadang moral tim menurun, tetapi harus juga dikatakan bahwa Anda dapat menemukan energi justru dalam kesulitan dan momen-momen sulit; energi yang mungkin tidak Anda duga sebelumnya,"" Tardelli menegaskan. Baca juga: Spalletti: Niat Bagus Saja Tak Cukup, Juventus Video: Sepakat Dibeli PSG 35 Juta Euro, Zion Suzuki Buka Opsi Dipinjam Juventus Video: Sepakat Dibeli PSG 35 Juta Euro, Zion Suzuki Buka Opsi Dipinjam Juventus (ran/aff) juventus marco tardelli luciano spalletti"
"Usai Jadi Penyelamat Juventus, Gatti: Selalu Aku!",https://sport.detik.com/sepakbola/liga-italia/d-8652479/usai-jadi-penyelamat-juventus-gatti-selalu-aku,"Jakarta - Federico Gatti menjadi penyelamat Juventus dari kekalahan melawan AC Milan. Dia melakukan selebrasi yang sangat emosional. Juventus vs AC Milan berlangsung di Allianz Stadium dalam lanjutan Liga Italia, Senin (7/9/2026) dini hari WIB. Pertandingan tuntas 1-1. Bianconeri tertinggal 0-1 akibat gol Alphadjo Cisse di menit ke-68. Gatti kemudian menyelamatkan muka Juventus lewat gol sundulan di injury time. SCROLL TO CONTINUE WITH CONTENT Gatti masuk ke pertandingan pada menit ke-89 setelah menggantikan Zeki Celik. Saat merayakan golnya, Gatti berteriak ke arah kerumunan suporter Juventus, ""Selalu aku!"" Baca juga: Spalletti: Niat Bagus Saja Tak Cukup, Juventus ADVERTISEMENT Juventus koopt Randal Kolo Muani voor zo'n â¬50M en huurt Nick Woltemade (marktwaarde zo'n â¬55M), maar voormalig dakdekker Federico Gatti moet als gelegenheidsspits de meubelen redden. Juve is voor het zoveelste jaar op rij begonnen aan een anno zero. pic.twitter.com/hEMpaSlfC0 â Wesley Victor Mak ð®ð¹ (@WesleyVictorMak) September 6, 2026 Hal ini mungkin merujuk perasaan Gatti yang tak kunjung mendapatkan kepercayaan penuh sebagai starter. Bek berusia 28 tahun itu pada musim lalu juga pernah menyelamatkan Juventus dari kekalahan di kandang lewat gol di injury time melawan AS Roma dengan skor 3-3. Gatti juga masih punya banyak gol lainnya di kandang Juventus. Situasinya juga menghindari Juventus dari kekalahan atau membuat menjadi menang: melawan Sporting CP, Sevilla, Monza, Napoli, dan Fiorentina. ""Aku minta maaf jika Anda terkejut, ini yang selalu aku lakukan di masa lalu,"" kata Gatti kepada DAZN Italia ketika ditanya tentang dampaknya sebagai pemain pengganti. ""Ini adalah sejarahku, aku memiliki kekuatan batin, aku tidak pernah menyerah, aku melawan semua orang dan segalanya dengan tekad yang kuat,"" tegasnya Baca juga: Amorim Akui Milan Memang Tak Pantas Menang atas Juventus (ran/krs) juventus federico gatti liga italia"
Inter Milan Perpanjang Kontrak Pio Esposito,https://sport.detik.com/sepakbola/liga-italia/d-8653100/inter-milan-perpanjang-kontrak-pio-esposito,"Milan - Pio Esposito adalah bagian dari proyek masa depan Inter Milan . Nerazzurri pun memagarinya dengan kontrak baru sampai 2032. Kesepakatan itu tercapai, Minggu (6/9) kemarin atau sehari setelah kemenangan 3-2 atas Napoli di pekan ketiga Serie A. Esposito setuju untuk memperpanjang masa tinggalnya di Giuseppe Meazza selama enam tahun. Pemain lulusan akademi Inter itu juga mendapat kenaikan gaji, dari 1,85 juta euro menjadi 2,7 euro per musim atau sekitar Rp 55 miliar. SCROLL TO CONTINUE WITH CONTENT Kontrak Esposito ini jadi percontohan untuk aturan baru Serie A, di mana kini pemain diperbolehkan dikontrak sampai enam tahun. Sebelumnya Serie A membatasi hanya sampai lima tahun. Baca juga: AS Roma Bisa Saingi Inter? ADVERTISEMENT Kesepakatan ini tak lepas dari performa Esposito usai dipulangkan musim lalu ke Inter. Dia menjawab kepercayaan pelatih Cristian Chivu dengan 12 gol dan delapan assist dari 53 penampilan sejauh ini. Dia kerap dirotasi dengan Marcus Thuram atau Ange Yoan-Bony untuk jadi partner Lautaro Martinez di lini serang. Bahkan di tiga laga awal Serie A musim ini, Esposito selalu jadi starter. Performa mantap di level klub bikin Esposito bisa membela Timnas Italia. Sejak debut September tahun lalu, pemain 21 tahun itu sudah bikin lima gol dari sembilan caps. Baca juga: Inter Comeback Dramatis Lawan Napoli, Curtis Jones Bangga Jadi Nerazzurri Lihat juga Video: Lamine Yamal Resmi Perpanjang Kontrak di Barcelona hingga 2031 [Gambas:Video 20detik] (mrp/bay) pio esposito inter milan liga italia 2026/2027 liga italia"
Fiorentina Punya Pelatih Baru,https://sport.detik.com/sepakbola/liga-italia/d-8653095/fiorentina-punya-pelatih-baru,"Florence - Fiorentina sudah punya pelatih baru pengganti Fabio Grosso . La Viola resmi memulangkan Paolo Vanoli . Vanoli diangkat sebagai pelatih Fiorentina sampai akhir musim ini. Dia ditugaskan mengangkat performa tim yang berantakan bersama Grosso, karena jadi juru kunci di klasemen Liga Italia dengan nol poin dari tiga laga dan kebobolan paling banyak, sembilan gol! ""Fiorentina mengumumkan pengangkatan Paolo Vanoli sebagai pelatih kepala tim utama,"" ujar pernyataan resmi klub. SCROLL TO CONTINUE WITH CONTENT ""Kami ingin berterima kasih atas kesediaan Vanoli menerima tawaran menjadi pelatih klub ini lagi dengan cepat. Pelatih akan langsung memimpin sesi latihan sore ini."" Baca juga: Serie A Baru 3 Pekan, Fiorentina Langsung Pecat Fabio Grosso ADVERTISEMENT Grosso sejatinya ditunjuk menjadi pengganti Vanoli musim panas lalu. Manajemen Fiorentina kala itu tidak puas dengan kinerja Vanoli yang menggantikan posisi Stefano Pioli November 2025. Sebab Fiorentina lebih banyak berkutat di papan bawah sebelum akhirnya lolos dari degradasi setelah finis posisi ke-15. Sayangnya, Grosso bernasib sama seperti Pioli musim, dipecat karena Fiorentina belum pernah menang. Bedanya kali ini Fiorentina cuma butuh tiga laga untuk mengeluarkan surat PHK. Vanoli akan melakukan debutnya saat Fiorentina melawat ke markas Venezia akhir pekan ini. Baca juga: Real Madrid Segera Kirim Mastantuono ke Fiorentina Video: Aksi Jay Idzes Bantu Kemenangan Sassuolo Atas Torino Video: Aksi Jay Idzes Bantu Kemenangan Sassuolo Atas Torino (mrp/bay) paolo vanoli fiorentina fabio grosso liga italia 2026/2027 liga italia"
AS Roma Bisa Saingi Inter?,https://sport.detik.com/sepakbola/liga-italia/d-8652536/as-roma-bisa-saingi-inter,"Jakarta - AS Roma memulai musim dengan cemerlang. Mantan pelatihnya, Fabio Capello , melihat banyak hal menjanjikan dari tim besutannya Gian Piero Gasperini . Roma start dengan impresif, meraih kemenangan di tiga pertandingan pertamanya. Tim berjuluk Serigala itu menghabisi Fiorentina dan Lecce 4-0, lalu mencatatkan comeback gemilang 2-1 atas Atalanta . Saat ini anak-anak asuh Gasperini memimpin klasemen Liga Italia dengan nilai sempurna sembilan. Mereka unggul selisih gol atas Inter Milan, satu-satunya tim selain mereka yang juga masih sempurna. SCROLL TO CONTINUE WITH CONTENT Baca juga: AS Roma Vs Atalanta: Drama 2 Gol Mepet Akhir Menangkan I Lupi! Awal musim yang niscaya amat menggembirakan buat Roma, terutama melihat kemampuan menyerang dan bertahannya. Sejauh ini mereka jadi tim paling produktif (10 gol) dan paling jarang dijebol (1 gol). ADVERTISEMENT Musim memang masih panjang, tapi eks pelatih Roma Fabio Capello menilai Paulo Dybala dkk bermain dengan sikap yang tepat. Semuanya sadar punya peran baik sebagai pilihan utama maupun pengganti. Giallorossi pun digadang-gadang jadi pesaing utama juara bertahan, Inter Milan. Baca juga: Karena Roma Kini Lebih Kuat ""Roma memainkan pendekatan satu lawan satu, habis-habisan, dan lebih dari itu, punya gaya yang proaktif ini dengan semuanya saling membantu satu sama lain,"" ujar Capello soal cara main Roma ""Kalau Anda punya empat atau lima pemain berkualitas di sepertiga akhir, yang tahu caranya berkomunikasi di ruang sempit, cepat atau lambat sesuatu akan terjadi. Melawan Atalanta, gol kemenangan itu akhirnya tiba."" ""Gasp (Gasperini) menginginkan dua pemain starter di setiap peran dan dia benar. Anda bisa melihat hasil-hasil di Olimpico, dengan pergantian di babak kedua."" Baca juga: Serie A Baru 3 Pekan, Fiorentina Langsung Pecat Fabio Grosso ""Mereka semua bermain dengan hasrat yang sama untuk menang, karena memahami mereka itu kompetitif. Saya belum melihat satupun pemain Roma yang menunjukkan sikap seperti seseorang yang tersinggung kalau jadi pemain pengganti,"" imbuhnya. (raw/krs) as roma liga italia inter milan fabio capello gian piero gasperini paulo dybala"
Spalletti Enggan Permasalahkan Gol Pertama Milan,https://sport.detik.com/sepakbola/liga-italia/d-8652486/spalletti-enggan-permasalahkan-gol-pertama-milan,"Turin - Pelatih Juventus Luciano Spalletti enggan membahas proses gol AC Milan yang bersarang ke gawang timnya. Menurutnya wasit sudah mengambil keputusan tepat. Juventus ditahan Milan 1-1 dalam lanjutan Serie A musim ini yang berlangsung di Allianz Stadium, Senin (7/9/2026) dini hari WIB. Bianconeri mengamankan satu poin lewat gol Federico Gatti di injury time usai tertinggal lebih dulu lewat Alphadjo Cisse. Gol Milan yang hadir lewat Cisse di menit ke-68 sempat diperdebatkan karena hadir lewat serangan balik. Saat itu Koni De Winter merebut bola dari Randal Kolo Muani sebelum dialirkan ke depan oleh Luka Modric dan akhirnya sampai di kaki Cisse. SCROLL TO CONTINUE WITH CONTENT #JuveMilan | il dettaglio della refcam e della visuale di Mariani sul contatto De Winter / Kolo Muani (ð¸ DAZN). Non Ã¨ uno ""step on foot"" pieno, ma sicuramente il tallone destro del rossonero va a pestare la punta del piede sinistro del bianconero. ð¥ï¸ Lo scorso anno (sebbene leâ¦ pic.twitter.com/k649AhFzaS â Denis Errori Arbitrali (@erroriarbitrali) September 6, 2026 ADVERTISEMENT Baca juga: Spalletti: Niat Bagus Saja Tak Cukup, Juventus Namun wasit Maurizio Mariani tidak menilai aksi De Winter sebagai pelanggaran meski tampak ada kontak. Spalletti pun enggan mengajukan komplain soal itu. ""Mariani adalah salah satu wasit Italia terbaik, dan menurut pendapat saya, standar yang kita lihat itu sudah tepat,"" jawab Spalletti, dikutip Football Italia. ""Jika ingin bermain di Eropa, Anda harus beradaptasi; situasi-situasi seperti itu bukanlah pelanggaran dan tidak akan dianggap sebagai pelanggaran."" Baca juga: Amorim Akui Milan Memang Tak Pantas Menang atas Juventus ""Memang begitulah seharusnya. Tentu saja, bisa saja terjadi insiden di mana pelanggaran tidak diberikan atau kartu kuning terlewatkan, namun mengingat kecepatan permainan, hal-hal semacam itu bisa terjadi bahkan pada wasit yang hebat dan berpengalaman seperti dia."" ""Saya tidak akan mengeluhkan hal-hal semacam ini; saya ingin melihat tim saya berjuang hingga akhir. Kami beruntung, karena seharusnya kami bisa mencetak gol lebih awal,"" tegas Spalletti. Baca juga: Klasemen Liga Italia Usai Juventus Vs AC Milan Imbang (adp/krs) juventus ac milan juventus vs ac milan juventus vs milan serie a liga italia luciano spalletti"
"Serie A Baru 3 Pekan, Fiorentina Langsung Pecat Fabio Grosso",https://sport.detik.com/sepakbola/liga-italia/d-8652306/serie-a-baru-3-pekan-fiorentina-langsung-pecat-fabio-grosso,"Florence - Fiorentina langsung memecat Fabio Grosso dari kursi pelatih. La Viola memberhentikannya meski Serie A baru berjalan tiga pekan. Fiorentina mengumumkannya di media sosial. Grosso diberhentikan per Senin (7/9) WIB. ""ACF Fiorentina mengumumkan bahwa Fabio Grosso telah diberhentikan, efektif mulai hari ini, dari jabatannya sebagai pelatih Tim Utama putra,"" tulis Fiorentina. SCROLL TO CONTINUE WITH CONTENT Pemecatan ini disinyalir karen laju buruk Fiorentina di Serie A 2026/2027. David De Gea Cs menelan hat-trick kekalahan di tiga laga pertama. Fiorentina mengawali Liga Italia musim ini dengan dibantai 0-4 oleh AS Roma. Fiorentina kemudian kembali keok 0-3 dari tim promosi Frosinone, terakhir disikat Torino 1-2 akhir pekan lalu. Tiga kekalahan itu menempatkan tim asal Florence itu di dasar klasemen Liga Italia. ADVERTISEMENT Cuma sekali kemenangan sempat diberikan Grosso di awal musim ini. Itu terjadi saat mengalahkan Benevento 4-1 di babak pertama coppa Italia. Grosso sedianya baru ditunjuk sebagai pelatih Fiorentina pada Juni lalu, menggantikan Paolo Vanoli. Pahlawan Italia di Piala Dunia 2006 itu dimodali rekrutan peminjaman seperti Franco Mastantuono dari Real Madrid hingga Alex Jimenez dari Bournemouth. Namun, Fabio Grosso gagal mengangkat performa tim. Alhasil, pelatih yang musim lalu menukangi Jay Idzes Cs di Sassuolo itu angsung dipecat Fiorentina di awal musim. Video: Inter Milan Menang 2-1 Atas Fiorentina di Laga Serie A Video: Inter Milan Menang 2-1 Atas Fiorentina di Laga Serie A (yna/ran) fiorentina fabio grosso"
"Spalletti: Niat Bagus Saja Tak Cukup, Juventus",https://sport.detik.com/sepakbola/liga-italia/d-8651863/spalletti-niat-bagus-saja-tak-cukup-juventus,"Jakarta - Juventus lolos dari kekalahan secara dramatis. Meski memuji penampilan timnya, Luciano Spalletti mengakui eksekusi di lapangan masih perlu pembenahan. Juventus menjamu AC Milan di Allianz Stadium, Senin (7/9/2026) dini hari WIB, pada lanjutan Liga Italia. Secara umum, Bianconeri lebih dominan dalam hal peluang. Meski begitu, Milan justru unggul lebih dulu lewat Alphadjo Cisse pada menit ke-68. Tuan rumah baru bisa menyamakan dan menyelamatkan satu poin melalui Federico Gatti di masa injury time. SCROLL TO CONTINUE WITH CONTENT Baca juga: Juventus Vs Milan Tuntas 1-1 Spalletti memuji tekad para pemainnya dan kemauan untuk mendesak Milan. Akan tetapi masih banyak hal yang perlu dipoles. ADVERTISEMENT ""Ini adalah fondasi bagus untuk membangun langkah berikutnya, Juventus menekan mereka secara konstan dan mencoba menaikkan tempo pertandingan bahkan di kedudukan 0-0,"" kata Spalletti. ""Kami punya niat-niat yang tepat, tapi jelas kami perlu memperbaiki pilihan yang kami buat, dan tak meminta izin lawan di laga-laga seperti ini. Kami tak bisa menunggu diundang, kami harus masuk sendiri dan mengambil kendali penuh."" Baca juga: Klasemen Liga Italia Usai Juventus Vs AC Milan Imbang Di antara hal-hal yang perlu diperbaiki adalah detail-detail kecil. Ketika sudah berhasil masuk ke area pertahanan lawan, Juventus menyelesaikannya dengan kurang presisi. ""Saat kami ada di sepertiga akhir untuk menembus lini pertahanan mereka, di situlah kami perlu berbenah. Kami juga harus memperbaiki cara membangun peluang,"" sambungnya. ""Karena kami sering berada dalam situasi tersebut, hanya butuh bola sedikit lebih tinggi-atau mengarah ke kaki kanan alih-alih kaki kiri. Ini adalah detail-detail kecil yang bisa menjadi penentu."" (raw/krs) juventus ac milan liga italia luciano spalletti"
